Name,RT [min],c_19,c_36,c_73,c_25,c_70,c_31,c_47,c_33,c_7,c_23,c_67,c_49,c_57,c_30,c_48,c_64,c_40,c_43,c_44,c_32
300.1110_4.65,4.646,1947.284641,2304.486913,7404.88108,1183.154679,1645.445721,2304.893212,1685.407622,2111.78496,1029.89804,12605.77918,4755.096966,14819.58591,893.3295165,1360.581704,1596.958538,3331.901537,1732.894784,6501.531047,1974.181601,3917.813342
300.2091_5.76,5.759,4393.0645,775.2213973,492.8945722,4427.352795,2057.475287,4858.149514,4645.637358,361.1685066,4390.625991,5240.427529,3206.124453,2063.747207,5783.619879,411.3119148,6418.318601,2083.246681,574.3754998,7806.560624,6549.744518,610.1363769
301.2078_5.81,5.81,289.5255628,920.8811028,865.4418343,655.0564598,606.8115708,754.2307463,334.049393,245.7556938,260.7489786,1451.280774,788.779049,551.87609,464.903046,769.6558446,1443.530615,953.9193216,1121.555632,365.8408007,363.5334594,296.2824692
302.2246_6.03,6.031,9849.886778,785.1995726,1256.308097,9902.90078,4558.478268,10009.69648,9272.628611,1068.955852,8446.596548,11880.45941,4336.866051,6342.620653,7989.765512,324.8027987,9480.54272,13164.49224,2208.572417,16954.44909,9783.824027,977.1782639
304.1497_3.11,3.114,3117.060575,3182.113002,3334.381791,3757.573822,2114.366528,18422.37129,3007.008234,3607.617378,1978.061175,3169.101593,1853.098129,2541.59937,3164.036542,2465.931057,3719.860999,2449.100074,3315.363427,5124.258822,1826.01364,3014.928823
304.1763_3.62,3.618,5864.352677,8162.415949,8285.43981,6300.577667,5216.490406,9.116040418,1407.882401,10181.47619,6679.536714,8943.402235,5481.067422,7169.245947,7567.770788,4854.239121,7810.768174,11004.12375,5914.257764,5649.577234,9.439584135,4674.222368
304.2037_5.68,5.679,424.7360354,215.8101264,220.7747646,370.1268404,173.541489,1398.984094,776.1335899,121.1730557,778.0654493,544.2413568,327.1025894,234.520459,1040.67021,127.5062161,1015.042517,441.1469646,252.5458688,721.4751447,1363.445744,156.6422788
304.2401_6.00,6.004,933.4473039,259.7944645,355.7653441,785.6009629,352.2374988,1785.012071,827.4020531,268.4926104,1162.198051,917.8039599,562.4703113,547.3043272,753.9237213,106.1215043,1501.29991,705.2441879,132.3673401,1806.106377,2096.728644,385.6085966
305.0370_5.56,5.56,1843.636277,209.7773414,289.8922976,266.2834892,157.2500253,375.192133,119.5935273,191.2779115,165.2424897,415.3914111,406.8227455,450.017602,253.9187235,208.2708016,165.2187445,606.8614302,409.1947269,354.5671152,562.5805232,309.4101668
306.1983_5.80,5.796,714.2404166,81.76895329,90.13169956,1715.651993,669.1904782,1564.220135,1231.143343,101.2687921,565.5470417,1211.677437,678.4116843,831.7083381,1293.026349,80.99892439,1116.588012,637.530594,137.7374839,1804.505238,1373.401126,91.18775985
306.2196_5.91,5.912,1206.410863,536.7326453,650.2164511,1096.860694,609.113639,3534.57607,1827.089908,273.3117843,3301.811718,806.5895762,547.0906663,1414.508629,1480.061572,268.9059962,2099.156454,876.271488,220.3201971,2639.965498,1877.902479,347.4726243
308.0420_1.29,1.29,1085.352067,1154.477854,1143.908101,1016.536046,1418.201913,1907.473866,1151.420748,1388.762676,833.1678242,738.6299569,1970.895074,1359.511842,1660.319695,724.2064422,1404.646162,1998.293015,2060.317706,4354.692773,5194.313143,3483.004652
308.1437_6.43,6.427,197.588444,1773.413263,1510.644223,1637.800627,200.0019764,413.3272635,1306.019318,128.655604,2095.957519,1770.623701,1693.470129,275.5633222,2656.850571,295.5941677,1641.509446,2674.496756,135.6101257,172.4252118,1562.70759,2636.708782
308.2142_6.08,6.084,1470.578289,561.6822154,449.4177529,3141.707887,1755.022469,2092.597479,2213.532657,825.2675849,978.339941,2992.630206,973.5812471,1771.425874,1278.500927,418.5559243,882.7335704,1732.1733,363.0353441,1976.080874,1389.982318,539.1524089
308.2354_6.09,6.093,5942.234442,2154.882051,1159.277434,9177.553314,2852.529187,27244.55199,10635.60964,2301.80801,38019.49701,5288.45701,3332.890258,3505.702439,8665.777057,1827.612614,20502.37743,2180.375452,1005.918413,7277.629211,8699.440447,1238.982389
308.2355_5.89,5.887,4633.494357,1896.548582,1150.798298,8196.218298,1228.609423,12575.94186,2507.505691,1961.941903,7256.162609,2748.275398,1584.855815,1810.377001,2238.109657,1541.951244,7134.360706,1485.855566,612.6415353,5796.919554,4484.588496,511.2839543
309.1938_4.90,4.902,53.46470154,292.4637586,1025.021445,305.4803908,321.7733678,747.6789208,264.1980241,109.4525605,86.78212496,257.7612999,136.9692197,272.235809,452.5492077,306.2807546,569.6070368,490.0511628,312.3997377,187.820331,646.3019272,227.8093821
310.1442_6.43,6.429,238.8679664,2420.56017,2442.892492,2630.483563,349.3507003,1402.901812,3110.367949,568.9318409,5016.536477,5608.638312,4687.45362,589.8652074,7500.079554,986.0940006,4827.728802,7828.749967,518.6787158,946.4308426,4393.998975,7717.052413
310.1552_6.55,6.545,1459.36306,795.6940731,776.4986148,1262.282118,2115.661247,1487.914373,1396.312058,1978.11291,1681.835605,2370.677272,2915.988741,2958.950228,1639.582703,3357.955987,2232.841727,972.9443258,2005.024984,2711.71059,1409.169784,820.5616793
310.2298_6.76,6.761,3240.745103,2689.248987,3438.794289,2505.717197,3832.396339,4232.839189,3243.846729,3095.048583,1925.714021,3572.087932,2863.487927,3416.503451,2323.895222,2999.827727,4077.21497,3937.576338,2836.872063,3108.581656,3332.325429,3847.932502
310.2507_6.20,6.203,266.2530133,298.6861632,281.3400859,218.0824952,290.2879418,2826.582049,223.2496917,301.7393194,1228.145245,270.9136639,270.8460874,348.6406445,252.6774919,267.6196313,305.3407509,255.1152406,267.8364517,335.0627869,386.5772156,215.6949183
311.2461_5.64,5.644,870.8301139,1053.067511,1425.149112,1288.031212,733.9172534,11358.27729,541.9659772,761.1821846,778.0136016,1709.560864,1732.736826,1960.434325,1118.726805,914.6524025,734.0325389,2898.705101,1931.432708,1519.782225,2438.054737,1279.649215
312.1397_6.43,6.428,196.8402838,794.652478,715.8454271,739.7831743,221.3512223,838.6718979,1051.525592,301.4756969,1939.553632,1604.993224,1404.402702,465.6893916,2600.765331,494.8892344,1348.703161,2898.550697,249.9975195,353.8700413,1592.733843,2675.858361
312.1476_4.07,4.069,2148.310727,2992.97789,5427.774531,22734.09005,4242.974901,51791.97878,15953.27904,6843.73944,4979.309156,14403.47894,15853.04039,4126.340737,1533.691697,3252.840728,3600.289355,21269.53519,8145.196263,55539.25767,29635.06008,9178.535478
312.2090_5.74,5.735,1284.468591,136.7746281,180.5172347,3330.00605,721.7616934,1695.071184,2261.715933,130.3805849,1830.986471,1774.954522,919.644949,1055.769406,2558.82718,104.2837276,1854.798291,512.2853752,206.0866863,2452.103787,3337.137755,139.4918962
312.2670_6.86,6.863,1313.596675,4172.603803,5592.861948,650.7791382,1070.075381,607.4205332,329.092896,1231.012059,1343.870196,583.4864914,2183.89653,1402.416753,415.2238125,7756.707814,546.5174134,953.7092801,873.8756188,1675.668106,5983.087741,1579.268016
313.2252_5.33,5.334,237.1475054,962.6991717,923.8365937,916.8033462,342.8453555,1610.531354,385.2438525,231.0791629,387.3027435,1304.847963,552.4566883,892.1333452,624.5262493,392.8741177,1814.764284,1415.113205,680.079431,301.1935118,1581.265019,300.2877251
313.2293_6.92,6.918,2844.045485,1817.425097,1689.603022,884.8343274,1592.104628,3728.64804,1098.460193,3291.307169,1740.02049,3101.459636,3552.124282,3778.262964,1490.059835,2573.985989,4472.310814,2490.537784,2157.300372,3154.024365,1630.105181,2453.150476
314.1493_4.04,4.04,994.2477437,925.7537006,1117.300922,765.2776842,440.4232407,540.91415,592.0215201,961.4633111,520.5693009,662.4204103,417.735747,685.5419234,691.0942142,651.5387676,667.1927641,462.5444551,759.6899116,2244.956501,25.82575412,895.1887153
314.1668_6.06,6.057,80.5614353,125.9200196,87.12537012,363.1194718,113.373199,177.5531186,121.2379998,297.5808151,292.7901491,135.330668,152.9678122,161.395754,128.9552078,90.56110215,185.2056935,1898.401808,149.8832386,173.9416794,125.5760036,83.30804519
314.2246_5.95,5.949,10107.22371,3415.53427,3093.447027,20381.5105,5974.746302,9321.16404,10211.50629,3119.349858,7008.258147,13186.4268,4767.828192,9246.275769,11314.90898,1758.251591,12312.54196,4980.000751,2477.312414,11520.21108,14365.79614,1658.856137
314.2455_6.72,6.715,144.113339,2135.683317,2279.415028,354.3282906,673.7891615,1077.725663,164.5927444,230.1013783,203.8361449,582.2920849,453.7309812,612.5786853,194.3360472,1721.777842,189.7578344,206.4786397,251.4452695,518.4416331,4659.724107,689.057692
315.2409_5.51,5.514,623.6795792,5897.420545,6262.993791,4310.104402,1358.043831,3819.966419,1852.265185,1293.362667,1360.96291,4058.151133,2786.679706,2584.745726,2364.904035,2277.057648,7337.09046,3244.168041,2967.985543,482.9315392,3102.530978,1229.447325
315.2774_6.00,5.996,164.2545465,167.6145521,4938.495442,5388.297379,9044.926647,8086.249641,8593.817675,7728.020189,6997.025532,5598.214744,6061.249884,5773.293355,5136.04605,4646.695047,4263.986598,3719.392129,3418.528865,1436.387992,1370.184251,1389.230324
316.2377_6.92,6.92,6641.015091,6436.61546,5022.426322,3738.76745,4427.823279,6274.671559,3614.297491,4839.047422,2742.175895,1356.097744,983.0133811,1146.424913,846.9956762,1160.276336,3240.174025,5910.0707,4065.348631,3649.840298,2818.771103,3657.849899
316.2402_6.62,6.619,16327.78211,19964.41107,26300.56269,33999.96626,31502.16137,16354.62894,28802.14785,18354.28615,12445.9438,16666.63902,18286.48657,32705.32298,28006.94881,24978.44254,33088.36082,19082.54288,21180.70929,31416.19932,48007.89601,12385.40765
316.2402_6.10,6.101,23664.32653,7955.948771,6413.828048,27055.97553,14731.74202,19982.72149,30456.35269,14096.25775,26698.93552,36007.40451,14416.83527,19367.69314,18669.12844,8631.914387,16552.38209,15060.04751,9349.373911,31925.7761,26384.59218,5752.776342
316.2616_6.86,6.86,190.4185056,4028.349525,5033.368711,604.6916755,1422.195966,1775.42544,187.086467,239.0830097,1478.253716,752.0180584,1212.69888,1081.141198,207.3508737,7726.932084,972.4396908,234.7904917,951.6537731,1855.445561,6393.869779,1850.790928
318.1215_4.88,4.882,244.4047387,273.4173478,1130.501384,83.09823422,145.2307727,75.82955113,180.6793145,250.1326615,175.0859028,1020.168561,413.1379599,1196.99004,91.17391082,175.2561899,203.9577812,352.882648,241.3756044,615.1049086,78.36279646,455.4293568
318.1868_8.52,8.517,626.4127351,607.8457185,579.7808481,335.7255765,398.4415152,1292.791883,321.1259345,325.4686151,1349.93102,487.1509728,683.1230895,527.0095285,523.59564,508.869013,591.3951771,581.9294888,373.1878894,393.511209,404.9563177,141.3669277
318.1871_9.01,9.011,4669.586095,3742.853534,4283.057619,4058.443896,3429.342554,6617.078724,3403.196959,4101.874146,4862.644154,4956.524016,5527.440594,4175.844803,4895.814563,3057.51048,5212.349006,5795.835209,3979.158511,4994.558653,3183.614192,4277.734429
318.1871_9.99,9.99,1794.55525,2011.89261,1590.199302,1531.958685,1102.025805,3459.707794,751.3780561,1314.77544,1995.67237,1612.246858,1917.399799,1454.006353,1582.038134,1077.218663,1735.877594,1346.331589,1595.56296,1288.972248,1890.326244,1042.187595
318.1871_6.51,6.505,5492.472821,11657.81126,9602.438739,7798.290685,3327.957757,13663.44716,12950.08171,4835.262081,14747.59755,17176.23334,18070.64522,8038.837869,24107.37631,4726.316154,19001.0091,21399.43945,6672.31693,9951.641283,18359.23634,22614.25704
318.2172_5.91,5.913,597.104944,419.5042571,114.5615207,157.9606342,48.19928629,647.2735504,194.9945873,56.57215348,569.326041,334.7094346,521.9734849,349.522693,643.2978012,45.77080447,902.6567174,218.564685,126.9671626,809.9383751,1210.742763,340.9040807
318.2194_5.76,5.757,1287.446858,80.3580898,90.13623436,1205.303588,513.2592443,1737.875697,1176.718722,99.52147314,761.3230027,1555.077526,636.9478088,634.3652502,1148.512585,115.5492906,2151.065277,501.12999,201.9087395,2180.087118,2236.300982,89.61438174
318.2558_6.19,6.186,6101.140019,1437.434652,773.0167383,12170.46337,4485.693613,10389.67566,6726.122282,2880.389002,12572.94144,9265.03981,5564.994981,4213.374728,7499.942417,1047.795091,8133.666415,2672.830769,2222.402382,5342.492388,10867.76345,1760.237325
318.2560_6.84,6.842,317541.3503,235730.3463,262814.2924,161343.8664,267808.0449,236512.4541,222519.047,299877.0175,210384.1748,267188.2564,193091.8302,209733.5585,170987.2567,273461.8746,295645.7974,227069.3445,245288.8366,277466.1158,256810.3261,215021.3072
320.2026_9.71,9.707,1529.513768,1736.942567,1063.877428,1494.92273,953.2339358,2537.55588,1050.909735,1507.685738,2383.994031,1663.586513,1738.547146,1322.310279,2122.344788,1188.167531,2099.05933,1762.487619,1304.627838,1720.445165,1860.804058,1375.332748
320.2028_6.76,6.76,9464.226598,16064.8724,13702.13544,11721.65519,5500.245148,25165.85378,19084.34889,11042.91763,19804.80808,22820.94905,17852.43559,12612.25073,19724.29766,9878.009944,16889.81503,29403.47037,13769.40576,14178.22296,23293.46564,25423.76842
320.2716_7.05,7.052,64248.28449,45098.07465,38593.93416,59327.84801,56304.33229,99373.84574,39868.99551,68291.66653,68731.46705,64204.28844,47991.29921,37158.14082,42507.31624,55806.4567,89668.16966,45568.4862,76920.31123,47950.64311,65686.14017,68583.82516
321.1799_2.09,2.086,204.8145648,24.75508547,69.05293659,990.0805707,195.8044104,1232.523692,51.28496523,68.83316564,242.7946687,61.46450232,103.7340262,457.1906295,272.7547785,24.56428496,68.73322254,331.8733282,24.93162019,250.6691461,90.20268963,32.08947595
321.2669_6.46,6.463,747.4131052,642.1346668,577.1244765,811.9746739,598.288097,379.54311,1128.614501,525.3216652,767.8139749,904.3738462,549.5658044,397.7900406,813.1340779,214.6853136,888.7404929,1646.561204,810.3073109,956.8662403,1514.962368,570.2756166
322.1431_5.46,5.458,47.02004827,51.33713501,55.18288819,76.31908184,75.26335857,145.7581009,69.24185035,81.49242134,81.21578526,125.5265797,118.7863301,137.5242416,93.46112589,80.01237954,79.33485062,190.0246355,104.9326943,209.6842271,269.30647,1522.945206
324.1978_6.43,6.43,107.5680558,546.8410581,537.6864788,655.8683456,168.0984242,458.31221,821.2304506,299.3347583,1269.994098,1341.153598,1149.516623,178.5487063,1772.128158,196.8014508,1136.839265,1827.011454,165.2426291,193.3807024,1046.194093,1997.326813
324.2088_5.82,5.817,2475.753885,542.9143517,419.0630779,4252.120836,1779.798659,4992.112686,3676.621858,436.6833361,1613.516224,4031.543725,2183.394846,2486.220373,3724.25604,107.9730248,2814.538838,2264.495958,383.3570997,4577.417013,3762.470121,121.5549259
324.2301_5.91,5.911,1865.875624,571.2678254,962.880944,775.717527,791.9225896,10368.96877,1328.700386,440.841486,4220.001241,1301.898027,600.8968285,2910.254744,1137.575802,296.6226599,3999.144366,2133.462628,549.6398547,3852.039705,2175.701611,539.2932436
324.3028_6.80,6.8,1253.745825,398.4720406,1961.938731,427.4244001,836.4224276,3414.99078,809.5381268,618.8391962,1332.385061,583.7463751,306.0022131,745.3334465,1383.147042,299.3691491,2019.018409,1938.30832,693.326762,671.250436,830.867018,1312.238055
326.1764_5.55,5.546,2487.247199,152.0429564,176.0942699,176.7831586,113.9720743,271.9327109,86.67930168,138.6348924,119.764873,301.0684461,294.8580269,326.1649051,184.0358599,150.9510426,119.747663,439.8425748,296.5771976,256.9840579,407.7485461,224.2550897
326.1937_4.68,4.677,508.4895478,660.6801047,663.1216909,326.041036,608.3901122,42.3098148,603.4258805,837.7253981,991.0267237,990.642095,518.0024121,503.0878699,538.4255401,366.9826961,681.9840048,1055.292739,383.0680175,872.6010797,28.16037681,472.1244575
326.1941_3.31,3.31,7947.806849,7300.747137,10152.97668,9300.183016,5621.166838,30173.79792,7625.893608,9966.535036,5161.975984,8089.725072,4566.494746,6512.956157,8028.760997,6881.012162,8027.259098,6636.315429,7826.898498,10784.30296,3015.400264,5009.770109
326.2244_5.95,5.954,2268.680567,648.3408738,378.056842,2943.060697,746.4346054,3770.725009,2297.272037,425.9979511,1571.90372,2238.513558,1318.824563,1774.631023,2025.115345,100.0639829,2598.81,1677.153492,133.1499024,5200.803515,2644.480726,107.0550005
326.2245_6.06,6.062,1613.92444,158.9736914,218.9729861,2629.258945,816.9677535,1830.625715,2015.483048,145.1507519,787.5102235,2289.910126,838.010276,1629.181054,1472.548677,117.3780526,1081.257809,1209.232734,132.1908844,2122.456669,996.5299315,134.0775519
327.2256_3.11,3.109,670.3590096,586.8558129,934.2777134,713.5226642,683.2033927,2148.092613,409.4868692,542.0108411,295.6521295,427.0011147,266.108283,409.885393,478.0753378,428.8358941,663.8856109,414.014377,512.5580822,645.8070105,259.3485106,365.4507124
327.2409_5.50,5.502,179.4070585,493.4791808,520.8795206,1032.315986,348.226943,1079.14049,570.0407242,466.4656353,505.6920521,996.858016,1011.210568,586.7026997,461.6002061,509.9176405,1289.726457,550.620418,382.6372439,453.0745226,406.7241832,306.0559334
328.2398_6.00,5.997,488.4183793,327.2276127,118.4718579,589.1665798,137.9528427,855.3083439,698.9272624,122.4474004,727.4063768,446.797183,329.4441656,351.1791571,592.7473726,103.961581,495.1101576,721.256705,227.8159186,1025.700805,1848.83802,101.4944536
328.2403_6.42,6.419,619.457101,1102.68045,999.8936498,2063.942969,627.1206114,692.5974254,1329.5202,553.9589788,693.6978919,1387.172018,1794.657402,572.8363446,1671.007974,313.6848698,2535.64312,2018.845691,634.5167403,1176.746616,986.7970978,787.3495922
329.1574_6.50,6.504,152.8794115,311.9494963,173.9824641,160.8893695,305.6817609,770.5187857,645.0544019,195.9680937,711.0742598,867.1804088,866.1971036,235.4329946,1201.283021,155.6709638,1250.17586,1261.046975,335.5229382,261.5357054,937.5368384,975.7065294
329.2564_5.57,5.57,518.1976729,633.9906102,848.0516941,778.9864236,480.2206989,3508.921221,349.8592211,559.5649082,483.4008164,1215.187133,1190.120336,1316.482683,742.8145054,658.5895839,579.6180919,1775.314033,1197.059336,1037.251577,1645.774551,905.1493204
330.1650_6.50,6.504,149.123239,528.8838873,165.8358074,181.9194196,177.8701083,214.2556809,358.6486643,237.4946758,657.72215,962.6913563,573.1304168,201.9749128,1211.064354,148.3817355,1008.647757,1435.438975,362.6801281,200.9838818,904.8495132,1033.848958
330.2167_6.00,6.004,553.9098563,185.7252529,149.3693296,536.6462313,183.0101511,3529.791709,1291.693023,176.9203159,2861.706769,1021.946437,634.0379894,982.6513032,1839.252326,83.48783674,2396.469693,347.8863154,92.63564414,939.2185964,2505.997477,81.50657473
330.2196_5.79,5.791,5804.634815,640.7280127,1100.363764,7305.651512,1802.126872,6899.61816,4008.504082,921.131782,6295.662841,6315.029062,3388.389379,1775.995714,7017.302382,327.7401269,6031.627492,1921.060362,617.4277427,6814.921175,5632.731134,307.8873893
332.1373_4.63,4.634,2434.783477,1843.146148,6726.285168,1161.434557,1492.947073,2548.259753,1747.603825,1582.12805,1532.450814,9399.290459,3908.761972,11541.24849,874.3812921,1220.155688,2146.148948,2741.335565,1529.995878,6711.904911,1979.564371,2970.582157
332.2328_6.08,6.08,4987.850645,635.7191395,823.6294317,4217.482577,2128.542656,8794.428373,5035.397884,884.7857998,6187.260592,5334.472332,3859.140673,3639.970262,6513.979691,137.1220868,7868.679609,3200.541529,787.8683867,5769.936038,7019.985893,659.9387039
332.2352_5.83,5.832,9568.487458,1213.714803,1225.382764,7286.421829,3665.973966,8019.077487,5323.93518,1695.343908,8350.041635,10086.62626,5374.189507,3304.665929,8984.321635,485.2450796,10688.37526,3218.117019,1195.117853,11674.02178,11510.37563,580.0617359
332.2357_6.13,6.125,1113.031185,407.5223948,202.6456169,368.9197336,184.311088,1104.999887,1149.392062,578.8950726,1595.213614,1889.781145,672.0123732,528.3490002,173.0206256,817.0150001,2085.667014,211.0400516,396.5916058,1801.274828,1045.007001,148.8654174
334.1442_6.35,6.35,237.9097544,865.6785473,966.5231983,466.9968006,215.9977318,2338.023955,1290.833871,238.3559663,1416.724881,1284.135374,1870.976432,356.4343722,4238.28354,217.4335293,2974.616158,2889.902643,234.8206798,433.4922578,3392.638435,2560.819851
334.1593_9.99,9.988,1248.377698,1092.859488,782.0178244,631.954289,644.5960118,1471.307276,255.3182784,459.1661273,804.3468521,635.696306,641.3924099,454.6154846,423.8950744,243.6257747,463.7486274,550.8072702,349.1539156,345.4243146,374.6183645,215.5846576
334.1596_6.51,6.507,3884.091238,7852.297553,6058.581072,4340.175726,1623.044892,6021.799759,4880.30472,2213.46347,5860.516181,6560.182094,6469.913468,2885.125002,8562.207274,1635.702643,6343.093053,6860.397712,2141.828672,2789.495133,4956.352197,5289.873262
334.1596_9.01,9.012,2604.776105,2127.516545,1989.090335,1734.350704,1538.517124,2193.414242,978.9309664,1242.686817,1610.015146,1361.198586,1390.681097,1219.607262,1012.283736,874.7607484,947.3083629,1043.228047,1152.138316,815.8320481,807.5743897,721.4487423
334.1648_5.01,5.008,783.5600097,967.228854,1102.999132,398.3337174,793.3573233,31.17541231,718.8360007,1181.344744,814.0587571,1554.166835,803.1154847,642.3302409,744.7266793,462.4203737,829.518791,1439.470795,526.7120356,2824.511347,30.76083234,1361.333199
334.2120_5.95,5.947,663.0270228,1182.016955,1305.950707,320.6595818,414.5571103,378.2067218,378.8839451,558.693452,2354.147731,571.54286,592.7655056,808.7928402,951.5181522,273.6636413,1300.098898,506.3094065,420.3442354,499.7587265,251.9823742,332.5419201
334.2157_4.13,4.131,2327.342236,1928.959999,2506.196794,1991.976082,1073.13489,1371.868858,1417.164406,2433.478389,1376.450877,1736.38531,925.7475949,1427.580927,1849.589242,1747.931819,1545.684005,1053.37542,2036.508948,2160.513808,92.06243202,932.2901906
335.2436_5.69,5.686,763.1725022,922.8805419,1248.963026,1147.247564,677.4911546,8977.687918,515.2530611,684.508875,711.9256413,1629.682815,1565.122182,1938.841944,1093.97559,854.9785866,667.961974,2540.348559,1762.961929,1391.525905,2423.804559,1207.481448
336.0568_1.35,1.354,806.2742738,825.0456306,1286.256076,1329.952549,1089.827877,1797.294841,1309.525241,1073.129282,544.9905352,1613.37391,1444.284029,1830.888959,738.7605745,1081.950922,1320.112063,637.1147287,1370.653083,1815.324518,1708.484998,835.5946702
336.1598_8.52,8.518,763.005808,735.0943563,987.8782286,357.4559408,536.0193481,1495.114264,349.8173457,406.1930931,1421.93707,426.9240553,478.5627253,454.6513966,537.7896181,502.5423209,500.6355106,683.2840726,412.3601302,807.6130339,643.1414289,245.4078363
336.1599_9.01,9.009,9240.862747,8120.228772,8627.759545,6803.625458,5549.868833,16662.0134,4793.26055,6025.070259,7037.632145,7399.9428,7918.406657,6407.494661,6783.764587,5941.093465,7240.658102,6517.44625,6432.204783,8469.781024,8072.671791,6271.266763
336.1599_9.99,9.99,3518.547435,3827.66302,2923.28832,2772.639014,1669.563066,6915.042136,1534.156453,2138.756109,3745.301433,4645.337121,2905.797488,2256.61926,2431.902057,1380.387371,2447.1857,3180.879538,2217.064242,2267.208224,3232.558636,1606.261717
336.1599_6.51,6.508,10355.51266,22829.26007,19587.48568,14645.66969,4849.393485,34532.53019,22935.02962,6917.445135,27881.20777,31391.68794,30453.47809,12609.42661,47461.18949,6658.312245,37997.1355,54185.87481,9952.979379,15691.73143,32158.9608,48667.46664
336.1600_6.76,6.755,655.5621582,1308.100999,1606.31772,1178.408751,312.4073667,2315.750711,1899.583857,934.6189802,1514.296453,2138.812955,1583.376613,1009.558184,3020.755237,877.4576167,2241.328293,2639.579822,1126.886512,1252.749254,1483.302135,2505.858259
336.1622_4.13,4.128,921.5731225,995.0637799,1196.942286,903.0460225,481.2051353,688.6985727,589.0346742,869.5353909,586.7341334,750.3517651,428.3231102,592.4477498,736.146961,732.3974342,586.310709,522.3656461,787.0891266,2505.530682,147.009496,863.7884038
336.1753_6.76,6.757,4941.635615,6591.548148,6541.078884,4898.523548,2171.809767,8700.384368,6140.811888,3705.489069,5135.4389,6653.069619,5720.014186,3254.43208,5520.880421,2809.941125,4579.852154,6719.660147,3092.412905,3216.044207,4509.942199,5362.986044
336.2457_5.65,5.648,116.7255062,134.9586557,177.8693516,156.2518716,81.01547456,221.5226235,63.87489961,227.6668061,94.31667484,149.8954372,185.398163,158.8959339,108.1604863,114.5474564,86.73463024,312.2709964,162.8963793,1234.044266,198.9584054,108.3166871
336.2518_6.77,6.766,431.031433,625.5357785,524.0879423,368.4500164,232.8414749,1031.322833,778.7896123,407.9410257,832.6403216,962.5029531,834.251911,684.0962128,1288.662675,508.6637999,857.1723962,988.2036974,586.7234424,500.8578533,837.5865972,1010.289234
336.2639_6.90,6.896,443.341738,672.0869849,589.9920524,403.3935949,406.1347618,1107.436651,473.0210145,421.5093498,915.6465222,514.9927456,466.2040156,368.2267063,615.8694304,477.1357418,1030.311001,540.1584232,275.1695173,532.4342591,684.0135978,491.1109349
337.1931_6.20,6.198,175.7089013,180.145074,157.9538725,131.5039356,191.5703213,2616.797672,135.7365625,165.6518936,171.4573586,178.784614,142.0515883,173.1530309,153.5750949,166.5657828,201.5041528,168.3587279,176.753863,198.5459854,139.5841981,142.3439932
337.2293_6.84,6.841,1113.546631,666.8393055,689.7282907,384.356591,1301.52527,578.6591233,659.1549976,1736.186312,758.3803565,2410.26611,1181.042266,1482.083413,417.7909959,1785.977268,1919.232356,544.7534265,1104.358637,1832.449591,815.4712814,696.5181811
338.1552_6.51,6.507,4063.086926,8899.771003,7081.71354,5474.121037,1818.80767,9319.375938,8480.01034,2505.667394,11092.61065,11974.8756,11704.99241,4598.906202,17940.12353,2615.479572,14345.03276,15354.29848,3872.094888,6254.645466,12088.89286,13180.19633
338.1552_9.01,9.008,3495.754319,3134.353113,3207.264379,2455.986256,2155.606148,5989.566537,1745.311345,2126.914704,3002.507574,2711.333762,3036.800906,2618.578034,2958.372611,1745.454806,2139.673806,3273.393142,1901.052247,2419.903899,2622.044494,1852.231185
338.1554_10.00,9.998,1252.688997,889.5731165,1014.745542,1014.109279,568.8184237,2140.060792,391.4978752,825.0414687,1462.722956,1312.777987,1086.625581,870.5576007,868.4564258,835.8758863,1086.126542,1163.789742,801.8860017,850.6112728,1085.031372,536.0232897
338.1754_9.71,9.712,3810.26267,4313.161733,2819.281866,2734.301989,1729.591574,5669.220816,1774.451394,3101.998542,4984.023454,4012.106131,3275.201775,2765.388469,4552.037584,1952.015796,3542.287807,3204.649856,2152.35413,3431.384344,5219.610582,2965.638789
338.1756_6.75,6.754,10465.09609,13162.10913,13945.56027,11586.19242,4003.571913,20879.23862,17729.73613,9669.216953,19467.87317,21060.1076,23010.5199,11388.95481,28725.16936,8523.830129,24063.39125,20115.35352,10099.1252,12797.44043,20283.47667,21911.7663
338.1768_6.43,6.426,162.9964328,1131.706521,1251.375836,1373.388411,126.6854181,481.7442661,1285.408726,376.9614455,2295.977542,2304.751619,1871.051094,260.0765286,2854.904285,437.4097047,1977.288343,2868.298057,301.3883072,432.3901567,1961.696617,3635.745196
338.2245_5.80,5.796,5248.554922,641.5041928,472.9469759,9876.52182,3568.820031,8168.568812,6323.480034,612.3060419,3029.564046,7816.273653,3652.307333,4373.029505,6360.743053,93.67401254,6327.907937,3073.171253,307.2777167,9862.069621,6459.740079,126.9103299
338.2613_5.96,5.955,62.35234638,99.90735021,84.1774743,70.41627867,82.39119453,79.70107506,72.88914828,111.0302775,88.69025959,100.6732151,74.11005253,85.66060917,155.1589913,72.56508305,92.73197816,111.6870633,111.6866166,1842.386779,875.7501839,82.93055534
338.2613_5.78,5.783,564.0847817,596.5621047,212.6717923,88.48243587,137.0826203,686.9144696,86.04792781,567.7245091,112.2201806,184.7805818,94.67003586,365.2846655,104.3102468,90.22502812,112.4677052,109.1501801,304.4945196,3331.022114,269.2774148,85.32413214
